sentiment,text
1,latuacatant youu welcome
1,lisabaron thru miracl modern scienc bruce danni child
0,lisad stop talk stalk
0,littlecharva pleas know nice night sleep even comfi bed even sleep bag would
1,loic tri sex bing deactiv safe search go video porn site without lea http tr im n
0,lushon toolio court th
0,mgapmp meet johncmay tonight pleas tell stori laker fan made miss show
1,michael castro thank
0,minxlj hope get better soon
0,misterdjin saw
0,mizz bliz slept late wonder u mhmm hype u think leav countri week amp day
0,mizzwalk one
0,moogyboobl ahhhhhh bloodi five give away hous sky subscript
0,mp jackson upset lol
1,mrjoecool well prais lord gud mood kno need b im workn thigh amp dark cloud scare
0,nambu send tweet wrong account although select right one
1,oliveshoot aw sweet lesli tweet luv last night absolut fave
1,big ass kool aid smile face talkin boo
0,bleh feel like qqing
1,blowdri hair
0,boo
1,bore noth okay pretti shi girl
1,boredddd go powerpoint
0,bore nite damn guess better get use
0,boro let get tight
1,bosco graduat sara voic recit
1,breakfast famili
1,britain got talent right good luck susan boyl
0,bum miss bb kri comcast chat stupid respons
0,burnt tongu hot chocol downsid
0,eat popcorn get better
0,want boyfriend summer
0,love aaron
0,brown nose tell super duper beauty said day sorri someon die
1,suddenli someth happen write portugues
0,first see mtv movi award thursday sad lt lt look forward thursday jubii
0,join karenwild
0,canon powershot serv well sorri left u car hottest day mourn loss
0,cant afford see angel demon watch free http tr im lvbu
0,get motiv might b sunday cri club
0,cant get auckland watch jb movi im soo gutterd suppos wait till dvd releas
0,log comput work ack got lot guru today anyon help
0,make label til comput fix fix comput make money make money unless sell soap grrrr
0,sleep suck egg bacon suppos get earli
0,sleep damn miser sooooo itchi pleas help sleep go cri
1,wait hill final tonight
1,wait weekend bmth saturday
0,carri bad eye infect wait hear vet see found anyth
0,cba revis french oral fuck
1,certif test morn feel much better one today
1,changin name ambergirl haha youtub name mathc background
1,chill niggahz haley dylan
1,chocol cake delici strawberri yummi yummi
1,church matt good think go churchgirl
1,citi tonight mae
0,cnt even use singl twitter app
0,cold despit heater weirdli though actual cold today
0,come bitchesss barakatday barakatday barakatday barakatday
0,come parti
1,come manchest england id love meet fun germani beauti love l xx
1,come home stretch j fic yay
0,comput temperment moment
1,congrat al newest state senat elect democrat mark keahey http gd mrr alpolit
1,content quot made pac let see long last quot
1,cooki first time
0,could night wors
0,find
0,cramp drug good
0,crap day tat get craper
0,credit card bill ow wallet
0,dad came back amp ask us go anyer till thu gonna go back amp forth banten anyer us poor
0,dad got turn power caio
0,dammit sleep day
0,damn gettin someon right damn guess im sleep tonit text
0,damn u still sleep look think royalti beat citi council
0,damn didnt make time border close drove hr toher side state make ti mexico sniff sniff tire
0,damn lost three follow get close fifti help
0,damn someth wrong youu
0,dan birthday
0,darn citi want leav
1,def studio ur ju gunna get lyric shrug exoticbella
0,defin bedtim
0,defin miss train smh fuck
0,depress day http blip fm tfp
0,devstateddd silli iphon delet jailbreak stuff that app
0,get go see oh well end go dinner blase bridget
0,get much sleep co flippin neighbour grr time work
0,get car scheme tonight sad get mosh look like complet bogan woot
0,go last night fell asleep suck liter
1,time updat busi enjoy quot love make sleep cloth amp eat bbq quot weather miss lt
0,think netbal coz rain got one take mane go b annoy
0,win twitter contest boo
0,dinara lost roland garro safin hard
1,dinner lt bath lt workout lt run
1,diplomat husband wife quot u expect rememb ur birthday u never look older quot via normaltusk nehabagoria
0,dissapoint
0,anybodi know statist homework start nobodi answer email busi studi
0,know get fir tattoo
0,dont feel good ptosi
1,forget vote today http bit ly mg r
0,ignor smell sizzl skin sit sun
0,dont know what wrong
0,like end night argu huz smf stupid home improv crap
0,wanna go work
1,dayngr tweetwrath think coin new word twitter dictionari http tr im nyyv
0,demonicturtl guy fun last night hope got text pub quizzag tomorrow
1,djwillgat
0,electrograff know miss someon bitch brussel tram metro bad custom servic lack quorn etc
0,elysianfieldz class elysianfieldzaj answer ron lyfe work etj road plusisaplu n nola im hungri eat
1,essenti funni fact sween x town popul follow tumblr h http tr im lcel
1,fernandofelman gonna miss realli gonna year might end visit aussi land wish
0,flopearedmul guess end love affair emus
1,grahamapalooza ronibryantmus rob grantham bananasmel joetech joecopa britespark r ckrulez johnnybean bsideofsocc
1,hannahradford take lunch today
0,delo
0,iggigg busi see london even boy
0,jeffersonreid never twitter anymor
1,jessdelight lmao liveguy
1,joeschmitt twitter mainten friday night realli listen think wo http tr im ndkq
1,johnmaeda exe er ppt talk er txt leafi pot plant http tr im obof
0,josek trent reznor quit twitter http migr e via trabalhosujo
0,kerri would love meet angeloy made plan alreadi get anoth opportun soon
1,krystynchong love compliment thx much
1,ksymmond thankyou
0,lafd updat sb fwi x th st correct dead femal lafd complet chp amp coron handl nfd brian humphrey
0,lazoug kstew still togeth http bit ly cdrcw happi lol im happi kristen happi
0,libraritarian oh donutspi good link
0,littlecharva front black would got white one black look sleek amp white
0,littlecharva full voic control make want iphon gs charg fortun g contract til april
0,mamii thick dat jst tell em suck ur dyck alway make feel better
1,melbournevixen awesom th quarter ladi great game
0,moniqu ever mess mind
1,netfart quit opposit
1,nikkofelip night thank call
0,ohhushaubrey make wanna cri
1,pan f oregonmjw know differ like say long time long time http tr im njoo
1,phillmason philoscrib thank genuin grate
1,pinkeleph pretti much look like candi floss machin today
1,prblog steverubel poster look like tumblr iphon look interest fold content http tr im nhcv
0,dont wanna leav ny today
0,dont worri amigo still hangin lt
0,k chip
0,download one movi yesterday problem thnk deserv
0,drive lizzi airport say good bye lizzi
1,dt tonight dt tomorrow day amp night beauti
0,dude almost shock lesson learn never get outta shower think electr hate ur ass
0,eaten steak im feel good much better miss ladi though
0,eat last wizz fizz
0,ecl day tri cram organ chemistri back head final tomorrow ugh
0,eff bitch dunkin donut
1,elis melani shiz
0,elli text say quot theyr gona read text quot speak mcfli
0,emot
0,everton f c got beat final f cup chealea f c oh well least got final play well
0,everton oh well lol
0,everi fuck day
0,everi one talk msn gone offlin abl talk till tomorrow feel lone x
1,everi often catch reflect amp think one cool son b tch today one day
0,everi time leav room miss bubu send msg gone side hapnin day univers mxit
0,everyon drunk
0,everyon die bordeirln svu
0,exam help
0,expens car repair
1,explor twitter
0,f amp ing red wing
0,fail inspect know pass wo oven wo anti tip bracket sold w oven wors tax
0,fail everyth give
1,fame michigan bookstor close door http u mavrev com bc v
0,famliy go bck home take sister hore ride oh gonna bore day
0,farrah fawcett die cancer http bit ly onhyd
0,fcukk
0,fedex kick french open
0,feelin pessimist
0,feel litl sad
0,feel sad leav mumbai
0,feel realiti set know beyond point still want follow dream im scare
0,feel bad cali poor thing
0,femal model tortur princ http tinyurl com mbmanohara
0,ferret much cooler fish
1,field trip today leav
1,final home bout napp get readi colleg tomorrow ughhh sooo excit
0,final manag check euromillion result million afraid oh well gotta win
0,find hollywood video frequent model ing fact close cancel account much super cheap dvd
0,purplehazeyobi hope fun quot lisa quot jillian replac lol busi get rosiecak drunk lol lt u xo
0,richietachi miss imma call u tomorrow reduc number qs tomorrow pl phobia lol serious
1,rickswift followfriday ppl catch crab karlklees lpjdesign lostzombi pinkraygun bittenbybook hippojuicefilm zazzl
1,sandyu mightyboognish kittyireland light bit punch mission san francisco gin mexican liqueur seem apt name
1,savag death super emo stupid stuff rn sg make feel better p
0,sf giant bullpen lose lead
1,shawnashameless amp killavilla anyon els said someth
0,spiral galaxi ymptweet mean best religion thing follow right way
0,stephenhdunn bow raid quot dunn quot back inn speedi recoveri mate
1,stevijean yeahuhh
0,sylvanu wors day ever boss spazz work final done late night photo shoot flat
0,tahnini call cheeseburglar made sad
0,taylorswift didnt win first award nomin oh well she tie nomin
0,tellman say quot crush commi quot sad grandfath rip commi tellman
0,tendaijo well none us get aliv would like stay wish peopl would stop kill
0,prodigi nkotb boston day boo roll summer alreadi x
0,therealglambert sorri got carri away gossip anoth note pass hippo birdi amp big koala hug kri xoxo k
0,thesmartmama offic know hard believ peopl want employ
1,thischicsflava daprbmchild lmao lt
0,tommcfli hi ur back amp ur next mk gona need realli good hug friend liam give ok
0,tweetdeck lost group that good thing k follow
0,weelaura guardian uk student report kill crackdown violent clash iran http bit ly whlbv
0,ymptweet spiral galaxi badli one know got far
1,zeldman said flickr mac instal os x ye quot user focus design goe explod colostomi bag quot
0,cheer emo kid
1,lvatt com
0,next day
1,happi sunday
0,dinger regret pop pill
0,month bed alreadi fail see
0,day tlkd mi amor im kinda stubborn come bf call bugaboo type
0,hear jon n kate coupl steer clear realiti show say
1,ncaa nation softbal champion uw huski
0,nd item arriv still wait show aramex web page
0,finish paper smh
1,first day alway good wish dentist gave hour though
0,fone cant talk love imu marcu
0,fact get work done
0,forgot xbl today check see game xbla want buy oh well mayb tomorrow
0,found mosquito bite tend get realli swollen red distract caffein
1,found way make privat woot woot
0,four fake peopl ad peopl like twitter
0,frank iero sexiest vegetarian
0,french lost fb
0,fuck man hate work suckss
0,fuck
0,fuck money run amp job
0,fuck ugli person
